"name","host","url","category","tagline","evidence","claimed_taken","top_bid","bidders","minimum_bid","payment_rail","listed_at","registered_at","registrar","clicks","referrals","figures_read_at"
"BUYTHETOP","buythetop.lol","https://buythetop.lol/","Crypto & tokens","The Solana board with gravity: bid SOL for rank, every position rots 2% an hour, and ten SOL buys the whole front page.","Checked - unreadable","","0.08 SOL","2","0.05 SOL","SOL","2026-08-21T19:15:02.000Z","2026-08-20T14:12:21Z","NameCheap, Inc.","3","0","2026-08-21T20:25:00.000Z"
"RankWar","rankwar.lol","https://rankwar.lol/","Websites & products","Paste one URL, name a bid, and the site builds your listing; the board is brand new and waiting for its first dollar.","Explicit $0","$0","","0","$1","Stripe","2026-08-21T19:15:01.000Z","2026-08-20T21:31:00Z","HOSTINGER operations, UAB","0","0","2026-08-31T21:31:03.188Z"
"outbidder.lol","outbidder.lol","https://outbidder.lol/","Websites & products","Sites, handles, text and memes on one honest board; a bid under #1 still lands wherever it can.","Checked - unreadable","","","","$5","","2026-08-21T19:15:00.000Z","2026-08-21T13:22:08Z","NameCheap, Inc.","1","0","2026-08-22T13:10:40.333Z"
"UNBID","unbid.lol","https://unbid.lol/","Websites & products","The anti-auction: rising is free and random, and money only buys the current king's death at a price the killer sets.","Checked - unreadable","","","13","","","2026-08-21T18:50:05.000Z","2026-08-21T13:21:34Z","Cloudflare, Inc.","0","0","2026-08-22T17:58:39.698Z"
"Outbid.top","outbid.top","https://outbid.top/","Websites & products","The multilingual one: the same paid ladder, served in English, Chinese and Spanish, thirty rows deep.","Measured","$63","$4","","","","2026-08-21T18:50:04.000Z","2026-08-20T16:21:54Z","Namecheap Inc.","0","0","2026-08-31T01:28:52.345Z"
"bidit.lol","bidit.lol","https://bidit.lol/","Websites & products","Any price places you: bid under the top and you still get the best spot that money buys.","Measured","$69","$16","1","","","2026-08-21T18:50:03.000Z","2026-08-21T12:01:30Z","HOSTINGER operations, UAB","0","0","2026-08-31T01:28:52.533Z"
"bidbid.lol","bidbid.lol","https://bidbid.lol/","Websites & products","The daily one: a pay-to-rank board that closes every night, archives the result and starts over.","Explicit $0","$0","$10","1","","","2026-08-21T18:50:02.000Z","2026-08-21T12:56:24Z","Name.com, Inc.","0","0","2026-08-21T23:46:45.842Z"
"OnlyBid","onlybid.lol","https://onlybid.lol/","Websites & products","Your bid is your rank: no algorithm, no votes, a dozen sites already paying to hold their row.","Measured","~$10","$1","10","","","2026-08-21T18:50:01.000Z","2026-08-21T08:13:23Z","NameCheap, Inc.","0","0","2026-08-31T01:28:52.726Z"
"superbid.lol","superbid.lol","https://superbid.lol/","Websites & products","The leaderboard money can buy: outbid the row above and take its place, with public stats like the big ones.","Checked - unreadable","","$1","1","","","2026-08-21T18:50:00.000Z","2026-08-21T09:50:08Z","NameCheap, Inc.","0","0","2026-08-21T23:53:05.491Z"
"Outbidme","outbidme.lol","https://outbidme.lol/","Websites & products","One spot only. Pay more than the current holder and the top is yours; no timer, no algorithm.","Checked - unreadable","","","1","","","2026-08-21T18:10:08.000Z","2026-08-21T10:51:43Z","Key-Systems, LLC","1","0","2026-08-21T18:45:00.000Z"
"PrivBid","privbid.com","https://privbid.com/","Websites & products","Privacy tools and projects on one board, whole-dollar bids settled in Monero.","Checked - unreadable","","$105","7","$10","Monero","2026-08-21T18:10:07.000Z","","","0","0","2026-08-21T23:53:05.653Z"
"whynotalso.bid","whynotalso.bid","https://whynotalso.bid/","Websites & products","Websites and X profiles; every dollar is a point, and you pass the entry above you to steal its place.","Measured","$70.30","$6","12","","Stripe","2026-08-21T18:10:06.000Z","2026-08-20T23:19:17Z","Cloudflare, Inc.","0","0","2026-08-22T15:18:37.320Z"
"bidfast.lol","bidfast.lol","https://bidfast.lol/","Websites & products","The hybrid: outbid the row above, or get your community to upvote you past it.","Explicit $0","$0","","0","$0","","2026-08-21T18:10:05.000Z","2026-08-21T05:24:15Z","Key-Systems, LLC","3","0","2026-08-22T17:05:00.000Z"
"builtwithai.lol","builtwithai.lol","https://builtwithai.lol/","AI tools & agents","Vibe-coded AI apps bid to rank on a public board; every dollar counts forever.","Measured","$24","$3","7","$1","Stripe","2026-08-21T18:10:04.000Z","2026-08-21T12:15:40Z","Cloudflare, Inc.","3","0","2026-08-22T22:38:47.458Z"
"takeone","takeone.lol","https://www.takeone.lol/","Websites & products","Pay your way to #1. New spots start at $5; the crown costs a dollar more than the king.","Measured","$15","$5","","$5","Stripe","2026-08-21T18:10:03.000Z","2026-08-21T12:33:46Z","Spaceship, Inc.","0","0","2026-08-22T10:39:52.133Z"
"BidTop","bidtop.lol","https://bidtop.lol/","Websites & products","Websites and X handles; rank is total spend, and you pay the gap to take #1.","Measured","$2","","","$1","","2026-08-21T18:10:02.000Z","2026-08-21T13:39:31Z","Porkbun LLC","0","0","2026-08-30T02:11:40.486Z"
"PureMoney","puremoney.lol","https://puremoney.lol/","Websites & products","One permanent public board. First spot costs a dollar; each new #1 costs a dollar more than the last.","Measured","$187","$27","1","$1","","2026-08-21T18:10:01.000Z","2026-08-20T23:43:08Z","HOSTINGER operations, UAB","0","0","2026-09-03T10:55:04.686Z"
"topseos.lol","topseos.lol","https://topseos.lol/","Websites & products","The pay-to-rank board for SEO experts, agencies and apps — the dearest door in the family.","Measured","$778.25","$150","17","$29","","2026-08-21T18:10:00.000Z","2026-08-21T10:24:33Z","Dynadot Inc","1","0","2026-08-31T01:28:53.315Z"
"agencyrank","agencyrank.lol","https://agencyrank.lol/","Websites & products","No awards, no reviews, no algorithms — agencies pay to rank, from a dollar.","Measured","$6","$3","3","$1","","2026-08-21T17:55:00.000Z","2026-08-21T11:21:37Z","NameCheap, Inc.","0","0","2026-09-04T07:40:03.524Z"
"befirst.lol","befirst.lol","https://befirst.lol/","Websites & products","Getting on the board is free forever; getting to the top costs money, and whoever holds #1 at midnight enters the Hall of Fame.","Measured","$4","$1","14","$1","","2026-08-21T17:55:00.000Z","2026-08-21T16:51:46Z","Key-Systems, LLC","1","0","2026-08-31T01:28:53.848Z"
"cloutbid","cloutbid.lol","https://cloutbid.lol/","X accounts","The creator leaderboard: pay real money to rank social profiles, higher bid higher rank.","Measured","$16","$4","2","$1","","2026-08-21T17:55:00.000Z","2026-08-20T22:18:33Z","Cloudflare, Inc.","4","0","2026-09-03T03:59:54.240Z"
"Dethrone","dethrone.lol","https://dethrone.lol/","Websites & products","The Shopify app leaderboard: your total over the last 30 days is your rank, so the crown must be re-earned.","Checked - unreadable","","$2","1","$1","","2026-08-21T17:55:00.000Z","2026-08-20T13:49:45Z","NameCheap, Inc.","0","0","2026-08-21T23:53:06.269Z"
"famebid","famebid.lol","https://famebid.lol/","X accounts","People competing for internet fame: add your profile, outbid the person above, take their spot.","Measured","$4","","","","","2026-08-21T17:55:00.000Z","2026-08-21T09:18:32Z","Cloudflare, Inc.","3","0","2026-08-30T02:11:41.197Z"
"Outpay","outpay.lol","https://outpay.lol/","Websites & products","Pay more, rank higher. No ads, no subscriptions — just outpay the row above.","Checked - unreadable","","$2","1","","","2026-08-21T17:55:00.000Z","2026-08-21T07:44:46Z","HOSTINGER operations, UAB","0","0","2026-08-21T23:53:05.958Z"
"outrank.lol","outrank.lol","https://www.outrank.lol/","X accounts","There is only one way to be #1 on X: pay more. No algorithm; the highest bid wins the account slot.","Measured","$15","$6","4","$1","","2026-08-21T17:55:00.000Z","2026-08-20T08:22:03Z","Spaceship, Inc.","3","0","2026-08-30T02:11:41.548Z"
"saasrank","saasrank.lol","https://saasrank.lol/","Websites & products","The SaaS leaderboard money buys; the top row shows how long it has held on.","Checked - unreadable","","$3","7","","","2026-08-21T17:55:00.000Z","2026-08-21T10:08:12Z","Cloudflare, Inc.","0","0","2026-08-21T23:53:06.100Z"
"Topspot","topspot.lol","https://topspot.lol/","Websites & products","One permanent leaderboard for the internet; pay once, stay on the board.","Checked - unreadable","","$39","16","","","2026-08-21T17:55:00.000Z","2026-08-20T15:05:56Z","NameCheap, Inc.","0","0","2026-08-21T23:53:06.410Z"
"One Million Dollar Race","onemilliondollarrace.com","https://onemilliondollarrace.com/","Games & clips","A pay-to-rank board dressed as a stock-car race: your total paid is your speed, and your speed is your position.","Checked - unreadable","","","3","","","2026-08-21T17:30:12.000Z","","","4","0","2026-08-21T23:53:06.714Z"
"iamtherichest.lol","iamtherichest.lol","https://iamtherichest.lol/","X accounts","One crown, real money. The highest lifetime total is The Richest; dethroning costs a dollar more.","Measured","$1","","","$1","Stripe","2026-08-21T17:30:11.000Z","2026-08-20T18:50:18Z","NameCheap, Inc.","3","0","2026-08-21T22:03:48.414Z"
"BetterOutbid","betteroutbid.site","https://betteroutbid.site/","Websites & products","Built within a day to out-outbid the original. Put your product on the board and climb.","Checked - unreadable","","","","","","2026-08-21T17:30:10.000Z","2026-08-20T17:10:23.254Z","HOSTINGER operations, UAB","2","0","2026-08-21T23:53:06.864Z"
"ChannelBid","channelbid.lol","https://channelbid.lol/","X accounts","Social channels on the block: TikTok, YouTube, Instagram, Twitch and X accounts bid for #1.","Measured","$7","$7","12","$1","Stripe","2026-08-21T17:30:09.000Z","2026-08-21T05:33:55Z","Name.com, Inc.","4","0","2026-08-21T22:03:48.564Z"
"LaunchArena","launcharena.dev","https://launcharena.dev/","Websites & products","Pay to claim a permanent spot on the board; the amount decides the rank.","Measured","$80","$21","10","","","2026-08-21T17:30:08.000Z","2026-08-21T07:05:57.913Z","Name.com, Inc.","1","0","2026-08-31T01:28:54.021Z"
"Outapp","outapp.lol","https://outapp.lol/","Websites & products","The competitive app leaderboard. Pay to move up and see exactly what traffic you received.","Measured","$2","$1","5","$1","","2026-08-21T17:30:07.000Z","2026-08-20T22:38:22Z","Porkbun LLC","1","0","2026-08-31T01:28:54.227Z"
"appbid.lol","appbid.lol","https://appbid.lol/","Websites & products","The mobile app leaderboard. No ads, no accounts — outbid your way to the top.","Checked - unreadable","","$3","1","$1","","2026-08-21T17:30:06.000Z","2026-08-21T10:19:18Z","HOSTINGER operations, UAB","1","0","2026-08-21T23:53:07.200Z"
"founderboard.lol","founderboard.lol","https://founderboard.lol/","X accounts","X and LinkedIn profiles on a public board. Followers don't count; the highest bid sits at #1.","Measured","$15","$10","1","$1","","2026-08-21T17:30:05.000Z","2026-08-21T12:18:28Z","Porkbun LLC","4","0","2026-08-31T01:28:54.425Z"
"VibeWar","vibewar.lol","https://vibewar.lol/","AI tools & agents","The battlefield for vibecoded apps and SaaS. Founders pay to put their build on top.","Measured","$1,708.66","$107","27","$1","Stripe","2026-08-21T17:30:04.000Z","2026-08-21T08:08:32Z","NameCheap, Inc.","9","0","2026-08-31T01:28:54.594Z"
"eu-outbid.lol","eu-outbid.lol","https://www.eu-outbid.lol/","Regional & other currencies","A leaderboard for European startups, paid in euros. Rank is the bid and nothing else.","Measured","$20.88","$5.80","5","","","2026-08-21T17:30:03.000Z","2026-08-21T05:08:18Z","OVH sas","3","0","2026-08-31T01:28:54.771Z"
"outbids.lol","outbids.lol","https://outbids.lol/","Websites & products","The plural one. A live board where your bid decides your rank — still waiting for its first bid.","Measured","~$4,089","$128","0","","","2026-08-21T17:30:02.000Z","2026-08-20T19:36:19Z","Spaceship, Inc.","5","0","2026-09-04T07:50:06.717Z"
"BidAnything","bidanything.lol","https://bidanything.lol/","Websites & products","Your app, your startup, your video, your cat — if it has a link, you can bid it to the top.","Measured","$210","$101","10","$2","","2026-08-21T17:30:01.000Z","2026-08-21T02:32:25Z","Key-Systems, LLC","1","0","2026-09-01T20:09:34.865Z"
"overbid.lol","overbid.lol","https://www.overbid.lol/","Websites & products","Rank is for sale. Overbid everyone, take #1, and get seen when the board goes viral.","Measured","$74","$1","25","","","2026-08-21T17:30:00.000Z","2026-08-20T19:39:42Z","NameCheap, Inc.","1","0","2026-09-02T13:55:05.183Z"
"BID CLUB.","bidclub.lol","https://bidclub.lol/","Websites & products","Websites, All Social Media Accounts, And Apps","Measured","$44","$7","2","2","Stripe","2026-08-21T17:02:47.839Z","2026-08-21T01:55:31Z","Key-Systems, LLC","2","0","2026-08-30T02:11:42.759Z"
"Bid Directory","biddirectory.lol","https://biddirectory.lol/","Directories of bid sites","Bid sites, ranked by bid. One flat board; anyone can buy a row.","Checked - unreadable","","$41","39","$1","","2026-08-21T00:00:18.000Z","2026-08-21T00:54:39Z","NameCheap, Inc.","7","0","2026-08-30T02:11:42.931Z"
"Desbanque","desbanque.com.br","https://desbanque.com.br/","Regional & other currencies","O topo está à venda. The Brazilian one.","Measured","$75.40","$18.18","16","","","2026-08-21T00:00:17.000Z","2026-08-20T13:52:00Z","","6","0","2026-09-01T19:50:19.872Z"
"paisaphek.com","paisaphek.com","https://paisaphek.com/","Regional & other currencies","You don't earn #1 here, you buy it. The Indian leaderboard, paid in rupees.","Measured","$33.26","$11","","₹99","UPI & cards","2026-08-21T00:00:16.000Z","2026-08-20T19:18:44Z","Cloudflare, Inc.","3","0","2026-08-31T01:28:55.546Z"
"Advertising is Hard","advertisingishard.com","https://advertisingishard.com/","Ads & billboards","Advertising is hard, so skip it and pay to be seen. Top 5 shown on every page; 90-day seasons.","Measured","$64","$10","9","$2","","2026-08-21T00:00:15.000Z","2026-08-20T10:52:02Z","Realtime Register B.V.","4","0","2026-09-01T12:04:29.863Z"
"freshgames.lol","freshgames.lol","https://freshgames.lol/","Games & clips","Put your game at #1. A board for getting games in front of players.","Measured","~$57","$21","5","","","2026-08-21T00:00:14.000Z","2026-08-20T19:41:05Z","Key-Systems, LLC","3","0","2026-09-03T07:35:06.143Z"
"ForcePlay","forceplay.lol","https://forceplay.lol/","Games & clips","Pay to force the clip. YouTube, TikTok, SoundCloud and X clips; #1 plays until outbid.","Measured","$3","$2","1","$2","Stripe","2026-08-21T00:00:13.000Z","2026-08-20T23:59:17Z","Cloudflare, Inc.","4","0","2026-08-31T01:28:56.125Z"
"outcrypto.bid","outcrypto.bid","https://outcrypto.bid/","Crypto & tokens","The crypto attention auction on Base. Tokens ranked by what their communities bid.","Measured","$20","$9","5","$1","USDC on Base","2026-08-21T00:00:12.000Z","2026-08-20T12:52:07Z","Cloudflare, Inc.","6","0","2026-08-21T23:46:49.268Z"
"aistartups.lol","aistartups.lol","https://aistartups.lol/","AI tools & agents","Find interesting AI startups and tools — ranked by what they bid.","Measured","$86","$9","7","$2","","2026-08-21T00:00:11.000Z","2026-08-20T17:51:18Z","Key-Systems, LLC","3","0","2026-09-01T19:50:20.287Z"
"Hotseat","hotseat.fyi","https://hotseat.fyi/","AI tools & agents","Humans and agents bid for the same number one. Sites, X profiles and agent cards.","Measured","~$12","$5","3","$2","Stripe","2026-08-21T00:00:10.000Z","2026-08-21T09:55:42.088Z","Cloudflare, Inc","3","0","2026-08-31T01:28:56.527Z"
"xme.lol","xme.lol","https://xme.lol/","X accounts","Clicks are ephemeral, followers are forever. A bid directory for X profiles.","Measured","$710","$46","35","","","2026-08-21T00:00:09.000Z","2026-08-21T08:39:13Z","Cloudflare, Inc.","1","0","2026-08-31T01:28:56.713Z"
"xbid.lol","xbid.lol","https://xbid.lol/","X accounts","The leaderboard is for sale. X accounts ranked by what they paid, not followers.","Checked - unreadable","","$11","1","$1","","2026-08-21T00:00:08.000Z","2026-08-20T22:46:30Z","Key-Systems, LLC","3","0","2026-08-30T02:11:44.058Z"
"bidboard.lol","bidboard.lol","https://www.bidboard.lol/","Websites & products","The indie hacker directory where rank is bought. Free dofollow listings, paid placement by category.","Measured","$14","$5","5","$1","","2026-08-21T00:00:07.000Z","2026-08-20T13:15:58Z","NameCheap, Inc.","0","0","2026-08-21T22:03:51.812Z"
"topbids.lol","topbids.lol","https://topbids.lol/","Websites & products","Buy your way to #1. Product links; the NYC billboard of bid boards.","Measured","$400","$100","","$1","Stripe","2026-08-21T00:00:06.000Z","2026-08-20T20:28:29Z","Name.com, Inc.","0","0","2026-08-31T01:28:56.911Z"
"topapp.lol","topapp.lol","https://topapp.lol/","Websites & products","Pay your way to #1. Apps on the board.","Measured","$2,912","$200","69","","","2026-08-21T00:00:05.000Z","2026-08-20T16:43:20Z","NameCheap, Inc.","16","0","2026-08-31T01:28:57.093Z"
"outdo.lol","outdo.lol","https://outdo.lol/","Websites & products","Out-do the king to take the throne. Product links and social handles.","Measured","$21","$10","1","$2","","2026-08-21T00:00:04.000Z","2026-08-20T20:32:10Z","NameCheap, Inc.","0","0","2026-08-21T22:03:51.986Z"
"uprank","uprank.lol","https://www.uprank.lol/","Websites & products","Pay more, rank higher. Websites and X profiles; ranks never expire, clicks shown on every row.","Measured","$908","$79","31","$1","Polar","2026-08-21T00:00:03.000Z","2026-08-21T01:17:27Z","Spaceship, Inc.","0","0","2026-09-03T13:19:33.706Z"
"BidUp.lol","bidup.lol","https://bidup.lol/","Websites & products","Pay to rank. Websites, with $1/$5/$10/$25 quick-raise buttons.","Measured","$16","$6","4","$1","","2026-08-21T00:00:02.000Z","2026-08-20T22:30:45Z","NameCheap, Inc.","0","0","2026-08-30T02:11:44.824Z"
"Outbid.to","outbid.to","https://www.outbid.to/","Websites & products","Buy the top spot before your competition does. Calls itself the shameful clone.","Measured","$65.99","$10","7","$2","","2026-08-21T00:00:01.000Z","2026-08-20T12:14:09.520Z","Spaceship, Inc.","0","0","2026-08-31T01:28:57.517Z"
"outbid.lol","outbid.lol","https://outbid.lol/","Websites & products","The original. A public product leaderboard where rank is the bid — nothing else.","Measured","$255,068.61","$17,000","55+","$5","Polar","2026-08-21T00:00:00.000Z","2026-08-19T17:47:18Z","NameCheap, Inc.","23","0","2026-09-04T06:49:26.730Z"
